,submission_date,assignment code,outcome code,outcome year,course_id,semester,course,section,outcome score,outcome rating,college,compliance
27636,2022-05-03,441958,CF4,U1920,SP2022_PHIL2030_01,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
34367,2022-05-02,441958,CF4,U1920,SP2022_PHIL2030_01,SP2022,PHIL2030,01,1.0,Minimum,College of Theology & Christian Ministry,Outcome assessed
34393,2022-04-19,441958,CF4,U1920,SP2022_PHIL2030_01,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
34457,2022-05-04,441958,CF4,U1920,SP2022_PHIL2030_01,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
34466,2022-05-02,441958,CF4,U1920,SP2022_PHIL2030_01,SP2022,PHIL2030,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
34470,2022-05-04,441958,CF4,U1920,SP2022_PHIL2030_01,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
34489,2022-05-04,441958,CF4,U1920,SP2022_PHIL2030_01,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
34511,2022-05-04,441958,CF4,U1920,SP2022_PHIL2030_01,SP2022,PHIL2030,01,1.0,Minimum,College of Theology & Christian Ministry,Outcome assessed
34577,2022-05-04,441958,CF4,U1920,SP2022_PHIL2030_01,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
34647,2022-05-04,441958,CF4,U1920,SP2022_PHIL2030_01,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
34716,2022-05-04,441958,CF4,U1920,SP2022_PHIL2030_01,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
34978,2022-05-04,441958,CF4,U1920,SP2022_PHIL2030_01,SP2022,PHIL2030,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
38639,2022-05-02,441958,CF4,U1920,SP2022_PHIL2030_01,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
39003,2022-05-04,441958,CF4,U1920,SP2022_PHIL2030_01,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
40617,2022-05-04,441958,CF4,U1920,SP2022_PHIL2030_01,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
40811,2022-05-04,441958,CF4,U1920,SP2022_PHIL2030_01,SP2022,PHIL2030,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
45537,2022-05-04,441958,CF4,U1920,SP2022_PHIL2030_01,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
45566,2022-05-04,441958,CF4,U1920,SP2022_PHIL2030_01,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
45724,2022-05-04,441958,CF4,U1920,SP2022_PHIL2030_01,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
45770,2022-05-02,441958,CF4,U1920,SP2022_PHIL2030_01,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
45946,2022-05-04,441958,CF4,U1920,SP2022_PHIL2030_01,SP2022,PHIL2030,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
45948,2022-05-04,441958,CF4,U1920,SP2022_PHIL2030_01,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
46051,2022-05-05,441958,CF4,U1920,SP2022_PHIL2030_01,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
18964,2022-05-02,456796,SC1,U1920,SP2022_PHYS1120_01,SP2022,PHYS1120,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
21471,2022-04-28,456796,SC1,U1920,SP2022_PHYS1120_01,SP2022,PHYS1120,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
21521,2022-05-02,456796,SC1,U1920,SP2022_PHYS1120_01,SP2022,PHYS1120,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
22754,2022-05-02,456796,SC1,U1920,SP2022_PHYS1120_01,SP2022,PHYS1120,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
26948,2022-04-26,456796,SC1,U1920,SP2022_PHYS1120_01,SP2022,PHYS1120,01,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
23264,2022-04-11,453834,SC2,U1920,SP2022_PHYS2110L_01,SP2022,PHYS2110L,01,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
23537,2022-04-11,453834,SC2,U1920,SP2022_PHYS2110L_01,SP2022,PHYS2110L,01,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
26216,2022-04-11,453834,SC2,U1920,SP2022_PHYS2110L_01,SP2022,PHYS2110L,01,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
26494,2022-04-10,453834,SC2,U1920,SP2022_PHYS2110L_01,SP2022,PHYS2110L,01,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
27504,2022-04-12,453834,SC2,U1920,SP2022_PHYS2110L_01,SP2022,PHYS2110L,01,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
28664,2022-04-11,453834,SC2,U1920,SP2022_PHYS2110L_01,SP2022,PHYS2110L,01,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
29755,2022-04-11,453834,SC2,U1920,SP2022_PHYS2110L_01,SP2022,PHYS2110L,01,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
30116,2022-04-09,453834,SC2,U1920,SP2022_PHYS2110L_01,SP2022,PHYS2110L,01,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
31692,2022-04-19,453834,SC2,U1920,SP2022_PHYS2110L_01,SP2022,PHYS2110L,01,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
31894,2022-04-11,453834,SC2,U1920,SP2022_PHYS2110L_01,SP2022,PHYS2110L,01,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
34360,2022-04-11,453834,SC2,U1920,SP2022_PHYS2110L_01,SP2022,PHYS2110L,01,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
34377,2022-04-19,453834,SC2,U1920,SP2022_PHYS2110L_01,SP2022,PHYS2110L,01,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
34380,2022-04-11,453834,SC2,U1920,SP2022_PHYS2110L_01,SP2022,PHYS2110L,01,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
34664,2022-04-07,453834,SC2,U1920,SP2022_PHYS2110L_01,SP2022,PHYS2110L,01,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
37195,2022-04-12,453834,SC2,U1920,SP2022_PHYS2110L_01,SP2022,PHYS2110L,01,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
37759,2022-04-28,453834,SC2,U1920,SP2022_PHYS2110L_01,SP2022,PHYS2110L,01,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
38222,2022-04-11,453834,SC2,U1920,SP2022_PHYS2110L_01,SP2022,PHYS2110L,01,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
40575,2022-04-11,453834,SC2,U1920,SP2022_PHYS2110L_01,SP2022,PHYS2110L,01,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
40576,2022-04-11,453834,SC2,U1920,SP2022_PHYS2110L_01,SP2022,PHYS2110L,01,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
40609,2022-04-11,453834,SC2,U1920,SP2022_PHYS2110L_01,SP2022,PHYS2110L,01,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
40627,2022-04-12,453834,SC2,U1920,SP2022_PHYS2110L_01,SP2022,PHYS2110L,01,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
40654,2022-04-12,453834,SC2,U1920,SP2022_PHYS2110L_01,SP2022,PHYS2110L,01,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
40668,2022-04-11,453834,SC2,U1920,SP2022_PHYS2110L_01,SP2022,PHYS2110L,01,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
40676,2022-04-16,453834,SC2,U1920,SP2022_PHYS2110L_01,SP2022,PHYS2110L,01,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
40703,2022-04-11,453834,SC2,U1920,SP2022_PHYS2110L_01,SP2022,PHYS2110L,01,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
40711,2022-04-11,453834,SC2,U1920,SP2022_PHYS2110L_01,SP2022,PHYS2110L,01,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
40754,2022-04-19,453834,SC2,U1920,SP2022_PHYS2110L_01,SP2022,PHYS2110L,01,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
40910,2022-04-11,453834,SC2,U1920,SP2022_PHYS2110L_01,SP2022,PHYS2110L,01,-2.0,No Data Collected,College of Natural and Applied Sciences,Outcome attached - no assessment
18218,2022-04-13,456476,SC3,U1920,SP2022_COMM2030_01,SP2022,COMM2030,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
18958,2022-04-13,456476,SC3,U1920,SP2022_COMM2030_01,SP2022,COMM2030,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
21550,2022-04-13,456476,SC3,U1920,SP2022_COMM2030_01,SP2022,COMM2030,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
21590,2022-04-16,456476,SC3,U1920,SP2022_COMM2030_01,SP2022,COMM2030,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
21600,2022-04-14,456476,SC3,U1920,SP2022_COMM2030_01,SP2022,COMM2030,01,2.0,Target,College of Arts and Humanites,Outcome assessed
24588,2022-04-14,456476,SC3,U1920,SP2022_COMM2030_01,SP2022,COMM2030,01,2.0,Target,College of Arts and Humanites,Outcome assessed
25143,2022-04-15,456476,SC3,U1920,SP2022_COMM2030_01,SP2022,COMM2030,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
27405,2022-04-13,456476,SC3,U1920,SP2022_COMM2030_01,SP2022,COMM2030,01,2.0,Target,College of Arts and Humanites,Outcome assessed
31961,2022-04-13,456476,SC3,U1920,SP2022_COMM2030_01,SP2022,COMM2030,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
34350,2022-04-14,456476,SC3,U1920,SP2022_COMM2030_01,SP2022,COMM2030,01,0.0,Fail,College of Arts and Humanites,Outcome assessed
34373,2022-04-13,456476,SC3,U1920,SP2022_COMM2030_01,SP2022,COMM2030,01,2.0,Target,College of Arts and Humanites,Outcome assessed
34464,2022-04-13,456476,SC3,U1920,SP2022_COMM2030_01,SP2022,COMM2030,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
34502,2022-04-13,456476,SC3,U1920,SP2022_COMM2030_01,SP2022,COMM2030,01,2.0,Target,College of Arts and Humanites,Outcome assessed
34595,2022-04-13,456476,SC3,U1920,SP2022_COMM2030_01,SP2022,COMM2030,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
34596,2022-04-13,456476,SC3,U1920,SP2022_COMM2030_01,SP2022,COMM2030,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
34599,2022-04-13,456476,SC3,U1920,SP2022_COMM2030_01,SP2022,COMM2030,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
34661,2022-04-13,456476,SC3,U1920,SP2022_COMM2030_01,SP2022,COMM2030,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
34705,2022-05-11,456476,SC3,U1920,SP2022_COMM2030_01,SP2022,COMM2030,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
34713,2022-05-01,456476,SC3,U1920,SP2022_COMM2030_01,SP2022,COMM2030,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
36576,2022-04-13,456476,SC3,U1920,SP2022_COMM2030_01,SP2022,COMM2030,01,2.0,Target,College of Arts and Humanites,Outcome assessed
40599,2022-04-13,456476,SC3,U1920,SP2022_COMM2030_01,SP2022,COMM2030,01,2.0,Target,College of Arts and Humanites,Outcome assessed
40675,2022-04-13,456476,SC3,U1920,SP2022_COMM2030_01,SP2022,COMM2030,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
40691,2022-04-13,456476,SC3,U1920,SP2022_COMM2030_01,SP2022,COMM2030,01,2.0,Target,College of Arts and Humanites,Outcome assessed
41055,2022-05-05,456476,SC3,U1920,SP2022_COMM2030_01,SP2022,COMM2030,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
41264,2022-04-13,456476,SC3,U1920,SP2022_COMM2030_01,SP2022,COMM2030,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
45946,2022-04-13,456476,SC3,U1920,SP2022_COMM2030_01,SP2022,COMM2030,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
45948,2022-04-13,456476,SC3,U1920,SP2022_COMM2030_01,SP2022,COMM2030,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
7272,2022-05-01,454912,HU2,U1920,SP2022_EDUC4950_01,SP2022,EDUC4950,01,2.0,Target,College of Educaton,Outcome assessed
7272,2022-05-01,454912,HU2,U1920,SP2022_EDUC4950_01,SP2022,EDUC4950,01,2.0,Target,College of Educaton,Outcome assessed
16720,2022-04-29,446102,HU2,U1920,SP2022_CRIM4010_01,SP2022,CRIM4010,01,3.0,Exemplary,College of Behavior and Social Sciences,Outcome assessed
18462,2022-04-25,454912,HU2,U1920,SP2022_EDUC4950_01,SP2022,EDUC4950,01,3.0,Exemplary,College of Educaton,Outcome assessed
18462,2022-04-25,454912,HU2,U1920,SP2022_EDUC4950_01,SP2022,EDUC4950,01,3.0,Exemplary,College of Educaton,Outcome assessed
18502,2022-04-29,454912,HU2,U1920,SP2022_EDUC4950_01,SP2022,EDUC4950,01,3.0,Exemplary,College of Educaton,Outcome assessed
18502,2022-04-29,454912,HU2,U1920,SP2022_EDUC4950_01,SP2022,EDUC4950,01,3.0,Exemplary,College of Educaton,Outcome assessed
21304,2022-04-25,466263,HU2,U1920,SP2022_THEO4900_01,SP2022,THEO4900,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
21306,2022-05-03,466263,HU2,U1920,SP2022_THEO4900_01,SP2022,THEO4900,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
21313,2022-05-04,466263,HU2,U1920,SP2022_THEO4900_01,SP2022,THEO4900,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
21315,2022-05-02,466263,HU2,U1920,SP2022_THEO4900_01,SP2022,THEO4900,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
21318,2022-05-02,466263,HU2,U1920,SP2022_THEO4900_01,SP2022,THEO4900,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
21371,2022-05-06,454912,HU2,U1920,SP2022_EDUC4950_01,SP2022,EDUC4950,01,2.0,Target,College of Educaton,Outcome assessed
21371,2022-05-06,454912,HU2,U1920,SP2022_EDUC4950_01,SP2022,EDUC4950,01,2.0,Target,College of Educaton,Outcome assessed
21437,2022-05-03,466263,HU2,U1920,SP2022_THEO4900_01,SP2022,THEO4900,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
21449,2022-04-29,454912,HU2,U1920,SP2022_EDUC4950_01,SP2022,EDUC4950,01,2.0,Target,College of Educaton,Outcome assessed
21449,2022-04-29,454912,HU2,U1920,SP2022_EDUC4950_01,SP2022,EDUC4950,01,2.0,Target,College of Educaton,Outcome assessed
21450,2022-04-29,454912,HU2,U1920,SP2022_EDUC4950_01,SP2022,EDUC4950,01,3.0,Exemplary,College of Educaton,Outcome assessed
21450,2022-04-29,454912,HU2,U1920,SP2022_EDUC4950_01,SP2022,EDUC4950,01,3.0,Exemplary,College of Educaton,Outcome assessed
21459,2022-04-29,446102,HU2,U1920,SP2022_CRIM4010_01,SP2022,CRIM4010,01,3.0,Exemplary,College of Behavior and Social Sciences,Outcome assessed
21481,nan,446102,HU2,U1920,SP2022_CRIM4010_01,SP2022,CRIM4010,01,3.0,Exemplary,College of Behavior and Social Sciences,Outcome assessed
21490,2022-04-29,454912,HU2,U1920,SP2022_EDUC4950_01,SP2022,EDUC4950,01,3.0,Exemplary,College of Educaton,Outcome assessed
21490,2022-04-29,454912,HU2,U1920,SP2022_EDUC4950_01,SP2022,EDUC4950,01,3.0,Exemplary,College of Educaton,Outcome assessed
21493,2022-04-29,454912,HU2,U1920,SP2022_EDUC4950_01,SP2022,EDUC4950,01,3.0,Exemplary,College of Educaton,Outcome assessed
21493,2022-04-29,454912,HU2,U1920,SP2022_EDUC4950_01,SP2022,EDUC4950,01,3.0,Exemplary,College of Educaton,Outcome assessed
21494,2022-04-28,446102,HU2,U1920,SP2022_CRIM4010_01,SP2022,CRIM4010,01,3.0,Exemplary,College of Behavior and Social Sciences,Outcome assessed
21499,2022-04-18,466263,HU2,U1920,SP2022_THEO4900_01,SP2022,THEO4900,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
21535,2022-04-28,446102,HU2,U1920,SP2022_CRIM4010_01,SP2022,CRIM4010,01,3.0,Exemplary,College of Behavior and Social Sciences,Outcome assessed
21536,nan,446102,HU2,U1920,SP2022_CRIM4010_01,SP2022,CRIM4010,01,2.0,Target,College of Behavior and Social Sciences,Outcome assessed
21582,2022-04-29,454912,HU2,U1920,SP2022_EDUC4950_01,SP2022,EDUC4950,01,3.0,Exemplary,College of Educaton,Outcome assessed
21582,2022-04-29,454912,HU2,U1920,SP2022_EDUC4950_01,SP2022,EDUC4950,01,3.0,Exemplary,College of Educaton,Outcome assessed
21603,2022-04-28,446102,HU2,U1920,SP2022_CRIM4010_01,SP2022,CRIM4010,01,3.0,Exemplary,College of Behavior and Social Sciences,Outcome assessed
21659,2022-04-10,454912,HU2,U1920,SP2022_EDUC4950_01,SP2022,EDUC4950,01,3.0,Exemplary,College of Educaton,Outcome assessed
21659,2022-04-10,454912,HU2,U1920,SP2022_EDUC4950_01,SP2022,EDUC4950,01,3.0,Exemplary,College of Educaton,Outcome assessed
21667,2022-05-04,466263,HU2,U1920,SP2022_THEO4900_01,SP2022,THEO4900,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
21727,2022-05-02,466263,HU2,U1920,SP2022_THEO4900_01,SP2022,THEO4900,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
21792,2022-05-04,466263,HU2,U1920,SP2022_THEO4900_01,SP2022,THEO4900,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
21795,2022-04-30,454912,HU2,U1920,SP2022_EDUC4950_01,SP2022,EDUC4950,01,3.0,Exemplary,College of Educaton,Outcome assessed
21795,2022-04-30,454912,HU2,U1920,SP2022_EDUC4950_01,SP2022,EDUC4950,01,3.0,Exemplary,College of Educaton,Outcome assessed
21806,2022-05-04,466263,HU2,U1920,SP2022_THEO4900_01,SP2022,THEO4900,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
22184,2022-05-01,454912,HU2,U1920,SP2022_EDUC4950_01,SP2022,EDUC4950,01,3.0,Exemplary,College of Educaton,Outcome assessed
22184,2022-05-01,454912,HU2,U1920,SP2022_EDUC4950_01,SP2022,EDUC4950,01,3.0,Exemplary,College of Educaton,Outcome assessed
25870,2022-05-04,454912,HU2,U1920,SP2022_EDUC4950_01,SP2022,EDUC4950,01,2.0,Target,College of Educaton,Outcome assessed
25870,2022-05-04,454912,HU2,U1920,SP2022_EDUC4950_01,SP2022,EDUC4950,01,2.0,Target,College of Educaton,Outcome assessed
27617,2022-05-03,466263,HU2,U1920,SP2022_THEO4900_01,SP2022,THEO4900,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
27913,2022-04-28,446102,HU2,U1920,SP2022_CRIM4010_01,SP2022,CRIM4010,01,3.0,Exemplary,College of Behavior and Social Sciences,Outcome assessed
31546,2022-04-07,450121,HU2,U1920,SP2022_HUMN1020_01,SP2022,HUMN1020,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
34435,2022-04-08,450121,HU2,U1920,SP2022_HUMN1020_01,SP2022,HUMN1020,01,2.0,Target,College of Arts and Humanites,Outcome assessed
34544,2022-04-29,454912,HU2,U1920,SP2022_EDUC4950_01,SP2022,EDUC4950,01,2.0,Target,College of Educaton,Outcome assessed
34544,2022-04-29,454912,HU2,U1920,SP2022_EDUC4950_01,SP2022,EDUC4950,01,2.0,Target,College of Educaton,Outcome assessed
34665,2022-04-08,450121,HU2,U1920,SP2022_HUMN1020_01,SP2022,HUMN1020,01,2.0,Target,College of Arts and Humanites,Outcome assessed
34951,2022-04-28,454912,HU2,U1920,SP2022_EDUC4950_01,SP2022,EDUC4950,01,2.0,Target,College of Educaton,Outcome assessed
34951,2022-04-28,454912,HU2,U1920,SP2022_EDUC4950_01,SP2022,EDUC4950,01,2.0,Target,College of Educaton,Outcome assessed
40567,2022-04-06,450121,HU2,U1920,SP2022_HUMN1020_01,SP2022,HUMN1020,01,2.0,Target,College of Arts and Humanites,Outcome assessed
40603,2022-04-07,450121,HU2,U1920,SP2022_HUMN1020_01,SP2022,HUMN1020,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
41149,2022-04-29,446102,HU2,U1920,SP2022_CRIM4010_01,SP2022,CRIM4010,01,3.0,Exemplary,College of Behavior and Social Sciences,Outcome assessed
41202,2022-04-06,450121,HU2,U1920,SP2022_HUMN1020_01,SP2022,HUMN1020,01,2.0,Target,College of Arts and Humanites,Outcome assessed
41212,2022-04-07,450121,HU2,U1920,SP2022_HUMN1020_01,SP2022,HUMN1020,01,2.0,Target,College of Arts and Humanites,Outcome assessed
45539,2022-04-06,450121,HU2,U1920,SP2022_HUMN1020_01,SP2022,HUMN1020,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
45770,2022-03-28,450121,HU2,U1920,SP2022_HUMN1020_01,SP2022,HUMN1020,01,2.0,Target,College of Arts and Humanites,Outcome assessed
45946,2022-04-07,450121,HU2,U1920,SP2022_HUMN1020_01,SP2022,HUMN1020,01,2.0,Target,College of Arts and Humanites,Outcome assessed
45948,2022-04-07,450121,HU2,U1920,SP2022_HUMN1020_01,SP2022,HUMN1020,01,2.0,Target,College of Arts and Humanites,Outcome assessed
45980,2022-04-07,450121,HU2,U1920,SP2022_HUMN1020_01,SP2022,HUMN1020,01,2.0,Target,College of Arts and Humanites,Outcome assessed
45995,2022-04-10,450121,HU2,U1920,SP2022_HUMN1020_01,SP2022,HUMN1020,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
20629,2022-04-21,449543,HU3,U1920,SP2022_CLTA1550_01,SP2022,CLTA1550,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
21786,2022-04-21,449543,HU3,U1920,SP2022_CLTA1550_01,SP2022,CLTA1550,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
24034,2022-04-21,449543,HU3,U1920,SP2022_CLTA1550_01,SP2022,CLTA1550,01,2.0,Target,College of Arts and Humanites,Outcome assessed
24751,2022-04-21,449543,HU3,U1920,SP2022_CLTA1550_01,SP2022,CLTA1550,01,2.0,Target,College of Arts and Humanites,Outcome assessed
27301,2022-04-19,449543,HU3,U1920,SP2022_CLTA1550_01,SP2022,CLTA1550,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
27317,2022-04-21,449543,HU3,U1920,SP2022_CLTA1550_01,SP2022,CLTA1550,01,0.0,Fail,College of Arts and Humanites,Outcome assessed
27330,2022-04-28,449543,HU3,U1920,SP2022_CLTA1550_01,SP2022,CLTA1550,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
27397,2022-04-18,449543,HU3,U1920,SP2022_CLTA1550_01,SP2022,CLTA1550,01,2.0,Target,College of Arts and Humanites,Outcome assessed
27476,2022-04-21,449543,HU3,U1920,SP2022_CLTA1550_01,SP2022,CLTA1550,01,2.0,Target,College of Arts and Humanites,Outcome assessed
27574,2022-04-21,449543,HU3,U1920,SP2022_CLTA1550_01,SP2022,CLTA1550,01,2.0,Target,College of Arts and Humanites,Outcome assessed
27593,2022-04-26,449543,HU3,U1920,SP2022_CLTA1550_01,SP2022,CLTA1550,01,2.0,Target,College of Arts and Humanites,Outcome assessed
28247,2022-04-21,449543,HU3,U1920,SP2022_CLTA1550_01,SP2022,CLTA1550,01,-2.0,No Data Collected,College of Arts and Humanites,Outcome attached - no assessment
29520,2022-04-21,449543,HU3,U1920,SP2022_CLTA1550_01,SP2022,CLTA1550,01,2.0,Target,College of Arts and Humanites,Outcome assessed
29661,2022-04-21,449543,HU3,U1920,SP2022_CLTA1550_01,SP2022,CLTA1550,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
30032,2022-04-21,449543,HU3,U1920,SP2022_CLTA1550_01,SP2022,CLTA1550,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
31656,2022-04-14,449543,HU3,U1920,SP2022_CLTA1550_01,SP2022,CLTA1550,01,2.0,Target,College of Arts and Humanites,Outcome assessed
34578,2022-04-21,449543,HU3,U1920,SP2022_CLTA1550_01,SP2022,CLTA1550,01,2.0,Target,College of Arts and Humanites,Outcome assessed
34637,2022-04-21,449543,HU3,U1920,SP2022_CLTA1550_01,SP2022,CLTA1550,01,2.0,Target,College of Arts and Humanites,Outcome assessed
34996,2022-04-21,449543,HU3,U1920,SP2022_CLTA1550_01,SP2022,CLTA1550,01,2.0,Target,College of Arts and Humanites,Outcome assessed
35314,2022-04-20,449543,HU3,U1920,SP2022_CLTA1550_01,SP2022,CLTA1550,01,2.0,Target,College of Arts and Humanites,Outcome assessed
36456,2022-04-22,449543,HU3,U1920,SP2022_CLTA1550_01,SP2022,CLTA1550,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
40562,2022-04-20,449543,HU3,U1920,SP2022_CLTA1550_01,SP2022,CLTA1550,01,2.0,Target,College of Arts and Humanites,Outcome assessed
40569,2022-04-21,449543,HU3,U1920,SP2022_CLTA1550_01,SP2022,CLTA1550,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
40572,2022-04-21,449543,HU3,U1920,SP2022_CLTA1550_01,SP2022,CLTA1550,01,2.0,Target,College of Arts and Humanites,Outcome assessed
40616,2022-04-21,449543,HU3,U1920,SP2022_CLTA1550_01,SP2022,CLTA1550,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
40625,2022-04-21,449543,HU3,U1920,SP2022_CLTA1550_01,SP2022,CLTA1550,01,2.0,Target,College of Arts and Humanites,Outcome assessed
40642,2022-04-21,449543,HU3,U1920,SP2022_CLTA1550_01,SP2022,CLTA1550,01,2.0,Target,College of Arts and Humanites,Outcome assessed
40644,2022-04-21,449543,HU3,U1920,SP2022_CLTA1550_01,SP2022,CLTA1550,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
40647,2022-04-21,449543,HU3,U1920,SP2022_CLTA1550_01,SP2022,CLTA1550,01,2.0,Target,College of Arts and Humanites,Outcome assessed
40649,2022-04-22,449543,HU3,U1920,SP2022_CLTA1550_01,SP2022,CLTA1550,01,2.0,Target,College of Arts and Humanites,Outcome assessed
40664,2022-04-21,449543,HU3,U1920,SP2022_CLTA1550_01,SP2022,CLTA1550,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
